,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
grid0_cycle1_run27,279246,279282,271470,277950,279462,277986,279498,271686,271506,270174,279030,278814,278166,278598,279894,279066,278850,277518,278202,277734
grid0_cycle2_run27,279282,279498,279486,279270,269772,279492,279276,279714,269766,269778,277548,271722,277554,277542,271506,271710,279930,271938,271068,279702
grid0_cycle3_run27,279930,279714,279498,279066,272154,271938,264378,278850,279282,271290,271722,264162,263946,263514,271506,263730,271074,272148,271284,264372
grid0_cycle4_run27,279714,279498,271938,271722,264162,279282,279066,271506,278418,271290,278850,263946,270642,262866,271074,264378,279930,263730,278202,270426
grid0_cycle5_run27,279714,279282,279498,264162,278850,279930,271938,279066,264378,271506,271074,263730,272154,271290,278418,262866,263298,271722,270642,256386
grid0_cycle1_run28,278850,279066,271074,269778,271290,269994,277554,277770,279282,270210,271506,277986,263730,263298,263514,279708,271932,278844,279714,271068
grid0_cycle2_run28,277554,277770,269778,279714,278850,279708,278844,279066,279060,269994,271938,271932,277548,277986,271074,271068,278838,277764,271290,270210
grid0_cycle3_run28,271056,271272,271068,278832,271284,279048,271062,278844,271488,271278,279060,271704,278838,279264,271920,279054,271500,279276,279480,271716
grid0_cycle4_run28,278844,277980,277548,279276,277764,279060,271500,271068,271932,279492,271284,279708,278196,271506,278412,271716,278838,279270,277542,271494
grid0_cycle5_run28,279282,279276,279498,279060,279492,279066,271506,279714,278844,278850,277986,279708,279930,279924,271500,279270,270210,277548,277980,271722
grid0_cycle1_run29,270420,271716,262644,270204,263940,254868,270426,271500,270384,262428,271680,262608,256164,263904,254832,271722,262650,262578,263724,269772
grid0_cycle2_run29,262644,254868,255300,263076,278196,270420,255084,262860,263940,279492,271716,254652,262428,278628,270852,272148,279924,264372,270204,277980
grid0_cycle3_run29,279492,279498,278412,278628,278634,278418,279930,279714,279924,279708,278196,279282,279276,271716,278202,270852,270636,277770,277986,277980
grid0_cycle4_run29,279930,279924,272154,278634,272148,278628,264378,270858,279714,279708,264372,270852,263082,278418,279282,278412,279276,271938,277986,271932
grid0_cycle5_run29,279924,279708,278412,278628,278196,279492,279714,277980,278418,279276,277770,277986,278202,279498,279282,277764,279066,279930,279060,278634
grid1_cycle1_run0,271938,272154,264162,264378,279930,263082,278634,270858,279714,271722,262866,263946,270642,278418,262860,263076,255306,256170,264156,262650
grid1_cycle2_run0,279282,271506,263730,279498,271722,279714,271938,263946,278850,264162,279930,255954,279924,272154,279276,264378,272148,279492,279708,271716
grid1_cycle3_run0,271938,264162,279714,264378,272154,278418,263946,262866,263730,271506,270642,278634,262650,263082,271722,279930,264156,271932,255954,263940
grid1_cycle4_run0,264162,271938,263730,264378,272154,263946,255954,279714,271506,279930,279282,271722,279498,262866,262650,270642,278418,263082,270858,278634
grid1_cycle5_run0,263730,271506,271938,279282,272154,279714,264378,264162,271074,279930,263946,255954,263298,278850,271722,279498,263514,256602,256386,278634
grid1_cycle1_run1,272154,264378,279930,279714,279498,271938,264162,271722,279282,271506,256602,263082,263946,270858,278202,272148,270426,264372,263730,262866
grid1_cycle2_run1,272154,264378,264162,271938,256602,279930,279714,256386,271722,263946,279498,262866,270858,279282,263082,279066,270642,271506,278634,255090
grid1_cycle3_run1,264378,279066,279930,272154,256602,263514,264162,263082,263946,255306,255738,279714,271290,279498,279282,278850,263730,271938,254658,255090
grid1_cycle4_run1,272154,279930,279066,271938,271290,264378,279714,271074,278850,264162,271722,263082,279498,271506,279282,262866,270858,263946,270642,263514
grid1_cycle5_run1,264378,264162,272154,271074,279930,271290,279066,279276,271938,278850,263946,263082,271722,279924,279282,279714,264372,279060,279498,263514
grid1_cycle1_run2,272154,264378,278850,271074,271506,263730,271722,263946,263298,279930,270858,279282,279066,271290,263082,256602,271938,263514,264162,256170
grid1_cycle2_run2,278850,279066,279282,271074,271506,263298,279930,271290,272154,264378,263730,279498,255522,279714,271722,278844,263514,271068,271938,263946
grid1_cycle3_run2,279066,278850,279282,279060,279714,279930,278844,264162,264378,272154,271938,263514,263730,279498,271506,271290,256386,263298,271722,279276
grid1_cycle4_run2,279066,279282,264162,263946,264378,278850,263730,279930,279714,279498,263514,271506,271722,263298,271290,272154,271938,271074,264156,256386
grid1_cycle5_run2,279066,279282,278850,279498,263514,279930,263730,279714,263946,263298,264162,279060,271506,271290,271722,279276,278844,263508,271938,272154
grid1_cycle1_run3,263514,263508,255732,263730,263724,263946,264378,264156,264162,264372,263292,255516,278850,263940,255738,279930,264366,279066,263298,264150
grid1_cycle2_run3,255732,255516,264150,263508,264366,263292,256380,254436,255738,271284,271068,256374,255522,255948,254442,271926,255726,254220,272142,262212
grid1_cycle3_run3,271074,278850,271290,279066,263298,255522,279918,255738,263514,255516,272142,255732,279930,271068,272154,278844,256374,271506,279924,255726
grid1_cycle4_run3,256380,256386,255522,255738,256374,256596,279918,256602,255516,279702,255732,264150,264156,279924,279930,271932,271926,279708,279714,264162
grid1_cycle5_run3,256380,256386,264156,256596,264162,255738,256602,255732,279918,271938,256590,279714,271932,264366,256374,264372,263514,279708,255522,271290
grid1_cycle1_run4,271938,272154,271074,271722,271290,271506,279498,278850,279066,279282,270642,271932,264156,279714,272148,270858,279930,264372,271716,263940
grid1_cycle2_run4,263298,272154,264162,263514,279930,263946,263730,278850,271938,279066,271074,279714,271290,271722,279498,279282,264156,271506,270858,263940
grid1_cycle3_run4,263298,272154,271938,262002,263292,263514,270858,279714,263730,278850,270642,264162,271506,271074,279930,272148,271722,271290,271932,264156
grid1_cycle4_run4,272154,271074,263298,271290,263514,279066,278850,279930,271938,264156,262002,272148,262218,271506,271932,269778,269994,279282,263730,279714
grid1_cycle5_run4,263298,263514,271074,271290,263730,271506,279066,278850,279282,272154,279930,262218,262002,269778,269994,279714,264378,279498,271722,264162
grid1_cycle1_run5,278850,279702,279486,279714,279066,279282,279498,279918,279708,279492,279930,279270,278838,279054,279276,263934,278844,271710,279060,271074
grid1_cycle2_run5,279492,279486,279498,278850,279282,279066,278844,279714,279276,279270,271716,279930,279060,271710,263940,263934,271722,271068,271284,279708
grid1_cycle3_run5,279498,279492,279282,278850,279924,279930,279918,279486,279276,278844,279714,279708,279702,279066,279270,271716,271500,279060,271722,271506
grid1_cycle4_run5,279486,279270,279480,279930,279498,279714,271710,278850,279282,279264,263934,279492,256158,279276,278844,279066,271494,271074,263718,271722
grid1_cycle5_run5,271500,263724,271506,271716,271722,278850,263940,263730,279276,278844,271932,279492,255948,271074,271938,271068,279282,263292,272148,264156
grid1_cycle1_run6,271938,271074,264162,279714,271290,271506,272154,264378,278850,271722,271068,279930,263730,263946,263514,263298,271284,279066,271500,279498
grid1_cycle2_run6,264378,264162,271290,272154,263514,279930,271938,279714,263946,271284,271722,279498,271506,271074,263508,271932,271716,278850,279492,279708
grid1_cycle3_run6,272154,271938,264162,279714,264378,279930,271506,271290,279066,279282,271722,279498,263730,263514,263946,278850,271074,255522,256386,256602
grid1_cycle4_run6,279498,279714,263946,271722,279930,264162,279282,263730,264378,272154,271938,279492,271506,279066,278850,263514,263940,271290,278202,279708
grid1_cycle5_run6,279714,279930,271938,272154,264162,264378,279498,263946,279282,271722,278850,263298,255522,271074,263730,279066,256386,271506,263514,271290
