,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
grid1_cycle4_run7,279930,279714,279498,279282,279066,278850,279924,279708,279918,279492,279276,279060,278844,279702,279912,279486,279270,279054,278838,279696
grid1_cycle5_run7,279930,279714,279498,279282,279066,278850,279924,279708,279492,279276,279060,278844,279918,279702,279486,279270,279054,278838,279912,279696
grid1_cycle1_run8,279930,279714,279498,279282,279066,278850,272154,271938,271722,271506,271290,271074,264378,264162,263946,263730,263514,263298,279924,279708
grid1_cycle2_run8,279930,279714,279498,279282,279924,279066,278850,279918,279912,279708,279492,279906,279702,279900,279276,279486,279060,279696,272154,278844
grid1_cycle3_run8,279930,279714,279924,279498,279918,279282,279066,279912,278850,272154,279906,279708,279900,279492,279702,264378,279276,279486,279696,279060
grid1_cycle4_run8,279930,279714,279498,279282,279066,278850,279924,279918,279708,279912,279492,279276,279702,279060,279906,279486,278844,279900,279270,279696
grid1_cycle5_run8,279930,279714,279498,279282,279066,278850,279924,279708,279492,279918,279276,279060,278844,279702,279486,279912,279270,279054,278838,272154
grid1_cycle1_run9,279930,279924,279714,279918,279498,279912,279282,279906,279900,279066,279708,278850,279894,279702,279492,279696,279486,279276,279858,279690
grid1_cycle2_run9,279930,279714,279498,279282,279066,278850,279924,279708,279918,279492,279276,279060,278844,279702,279912,279486,279270,279054,278838,279696
grid1_cycle3_run9,279930,279714,279498,279282,279066,278850,279924,279708,279492,279276,279060,278844,279918,279702,279486,279270,279054,278838,279912,279696
grid1_cycle4_run9,278850,279066,279282,279498,279714,279930,278844,279060,279276,279492,279708,279924,278838,279054,279270,279486,279702,271074,271290,271506
grid1_cycle5_run9,278850,279066,279282,279498,279714,279930,278844,279060,279276,279492,279708,279924,278838,279054,279270,271074,271290,279486,271506,279702
grid2_cycle1_run0,278850,279066,279282,279498,279714,278844,279060,278838,279054,279276,278832,279048,279270,279492,278826,278820,279042,279264,279486,279708
grid2_cycle2_run0,278850,279066,279282,279498,279714,278844,279930,279060,279276,278838,279054,279492,279270,279708,278832,279048,279486,271074,279264,279702
grid2_cycle3_run0,278850,279066,279282,279498,279714,278844,279930,279060,279276,278838,279054,279492,279270,279708,278832,279048,279486,279264,279702,271074
grid2_cycle4_run0,278850,279066,279282,279498,279714,278844,279060,279930,279276,278838,279054,279492,279270,278832,279708,279048,279486,279264,278826,279702
grid2_cycle5_run0,278850,279066,279282,279498,279714,279930,278844,279060,279276,278838,279492,279054,279708,279270,278832,279486,279048,279702,279264,271074
